date_in_document,date_indexed,date_matches,inn_in_document,inn_indexed,inn_matches,issuer_in_document,issuer_indexed,message_id,name_matches,status
,12.11.2021,,,,,,"Публичное акционерное общество ""Акрон""",4023390,,stub_page
,23.11.2021,,,,,,"Публичное акционерное общество ""Ракетно-космическая корпорация ""Энергия"" имени С.П. Королёва""",4026358,,stub_page
,15.11.2021,,,,,,"Публичное акционерное общество ""Винсадское""",4027333,,stub_page
,04.12.2021,,,,,,"Публичное акционерное общество ""Грязинский пищевой комбинат""",4027588,,stub_page
,25.11.2021,,,,,,"Публичное акционерное общество ""Земля-инвест""",4027811,,stub_page
,22.11.2021,,,,,,"Публичное акционерное общество ""Завод Промавтоматика""",4028252,,stub_page
,18.11.2021,,,,,,"Открытое акционерное общество ""ПРОМСТРОЙ""",4028854,,stub_page
,14.12.2021,,,,,,"Публичное акционерное общество ""Уралтрансстрой""",4029289,,stub_page
,08.12.2021,,,,,,"Публичное акционерное общество ""Орскнефтеоргсинтез""",4030091,,stub_page
,16.12.2021,,,,,,"Публичное акционерное общество ""Мобильные ТелеСистемы""",4031211,,stub_page
,20.12.2021,,,,,,ОТКРЫТАЯ КОМПАНИЯ С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СОФТЛАЙН ХОЛДИНГ ПиЭлСи,4035356,,stub_page
10.01.2022,30.12.2021,False,0010038523,0010038523,True,ОТКРЫТАЯ КОМПАНИЯ С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СОФТЛАЙН ХОЛДИНГ ПиЭлСи,ОТКРЫТАЯ КОМПАНИЯ С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СОФТЛАЙН ХОЛДИНГ ПиЭлСи,4035570,True,ok
12.01.2022,04.01.2022,False,0010038523,0010038523,True,ОТКРЫТАЯ КОМПАНИЯ С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СОФТЛАЙН ХОЛДИНГ ПиЭлСи,ОТКРЫТАЯ КОМПАНИЯ С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СОФТЛАЙН ХОЛДИНГ ПиЭлСи,4037760,True,ok
13.01.2022,10.01.2022,False,8902002522,6662054224,False,"Акционерное общество  ""Ямалтрансстрой""","Акционерное общество ""Научно-производственное предприятие ""Старт"" им. А.И. Яскина""",4038390,False,mismatch
13.01.2022,13.01.2022,True,7730044003,8902002522,False,"Акционерное общество ""Первый Московский приборостроительный завод им. В.А. Казакова""","Акционерное общество ""Ямалтрансстрой""",4038523,False,mismatch
13.01.2022,10.01.2022,False,3632000280,5019001871,False,"Публичное акционерное общество ""Восток""","Публичное акционерное общество ""Гофрон""",4038640,False,mismatch
17.01.2022,13.01.2022,False,6904000541,7730044003,False,"Открытое акционерное общество ""Тверской полиграфический комбинат""","Акционерное общество ""Первый Московский приборостроительный завод им. В.А. Казакова""",4039409,False,mismatch
17.01.2022,10.01.2022,False,7827003258,7721851353,False,"Открытое акционерное общество ""Санаторий ""Сестрорецкий курорт""","Публичное акционерное общество ""РИТМ-ФИНАНС""",4039722,False,mismatch
18.01.2022,10.01.2022,False,7817005295,0010038523,False,"Публичное акционерное общество ""Ижорские заводы""",ОТКРЫТАЯ КОМПАНИЯ С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СОФТЛАЙН ХОЛДИНГ ПиЭлСи,4039921,False,mismatch
18.01.2022,17.01.2022,False,0010038523,7817005295,False,ОТКРЫТАЯ КОМПАНИЯ С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СОФТЛАЙН ХОЛДИНГ ПиЭлСи,"Публичное акционерное общество ""Ижорские заводы""",4040133,False,mismatch
20.01.2022,17.01.2022,False,2310043294,0010038523,False,"Открытое акционерное общество ""Масложиркомбинат ""Краснодарский""",ОТКРЫТАЯ КОМПАНИЯ С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СОФТЛАЙН ХОЛДИНГ ПиЭлСи,4040706,False,mismatch
21.01.2022,17.01.2022,False,7703043089,7827003258,False,"Публичное акционерное общество ""Трехгорная мануфактура""","Открытое акционерное общество ""Санаторий ""Сестрорецкий курорт""",4041117,False,mismatch
24.01.2022,20.01.2022,False,4029030252,7708619320,False,"Публичное акционерное общество ""Калужская сбытовая компания""","Публичное акционерное общество ""Объединенная авиастроительная корпорация""",4041350,False,mismatch
24.01.2022,21.01.2022,False,8601013827,7703043089,False,"Акционерное общество ""Ханты-Мансийскдорстрой""","Публичное акционерное общество ""Трехгорная мануфактура""",4041396,False,mismatch
25.01.2022,19.01.2022,False,0010038523,2310043294,False,ОТКРЫТАЯ КОМПАНИЯ С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СОФТЛАЙН ХОЛДИНГ ПиЭлСи,"Открытое акционерное общество ""Масложиркомбинат ""Краснодарский""",4041684,False,mismatch
31.01.2022,24.01.2022,False,0010038523,0010038523,True,ОТКРЫТАЯ КОМПАНИЯ С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СОФТЛАЙН ХОЛДИНГ ПиЭлСи,ОТКРЫТАЯ КОМПАНИЯ С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СОФТЛАЙН ХОЛДИНГ ПиЭлСи,4043726,True,ok
04.02.2022,17.01.2022,False,2464003340,6904000541,False,"публичное акционерное общество ""Химико-металлургический завод""","Открытое акционерное общество ""Тверской полиграфический комбинат""",4045377,False,mismatch
07.02.2022,24.01.2022,False,5913001268,4029030252,False,"Публичное акционерное общество ""Метафракс Кемикалс""","Публичное акционерное общество ""Калужская сбытовая компания""",4046276,False,mismatch
08.02.2022,31.01.2022,False,0010038523,0010038523,True,ОТКРЫТАЯ КОМПАНИЯ С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СОФТЛАЙН ХОЛДИНГ ПиЭлСи,ОТКРЫТАЯ КОМПАНИЯ С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СОФТЛАЙН ХОЛДИНГ ПиЭлСи,4046351,True,ok
15.02.2022,07.02.2022,False,0010038523,0010038523,True,ОТКРЫТАЯ КОМПАНИЯ С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СОФТЛАЙН ХОЛДИНГ ПиЭлСи,ОТКРЫТАЯ КОМПАНИЯ С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СОФТЛАЙН ХОЛДИНГ ПиЭлСи,4048559,True,ok
15.02.2022,14.02.2022,False,2310043294,0010038523,False,"Открытое акционерное общество ""Масложиркомбинат ""Краснодарский""",ОТКРЫТАЯ КОМПАНИЯ С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СОФТЛАЙН ХОЛДИНГ ПиЭлСи,4048585,False,mismatch
16.02.2022,14.02.2022,False,4029030252,2310043294,False,"Публичное акционерное общество ""Калужская сбытовая компания""","Открытое акционерное общество ""Масложиркомбинат ""Краснодарский""",4049097,False,mismatch
17.02.2022,16.02.2022,False,5252000350,4029030252,False,"Публичное акционерное общество ""Павловский автобус""","Публичное акционерное общество ""Калужская сбытовая компания""",4049387,False,mismatch
21.02.2022,17.02.2022,False,2464003340,5252000350,False,"публичное акционерное общество ""Химико-металлургический завод""","Публичное акционерное общество ""Павловский автобус""",4050554,False,mismatch
21.02.2022,21.02.2022,True,3528079131,2464003340,False,"Публичное акционерное общество  ""СОЛЛЕРС Авто""","публичное акционерное общество ""Химико-металлургический завод""",4050741,False,mismatch
22.02.2022,18.02.2022,False,0010038523,3528079131,False,ОТКРЫТАЯ КОМПАНИЯ С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СОФТЛАЙН ХОЛДИНГ ПиЭлСи,"Публичное акционерное общество ""СОЛЛЕРС Авто""",4050799,False,mismatch
25.02.2022,24.01.2022,False,1660004878,8601013827,False,"Акционерное общество ""Казанский завод компрессорного машиностроения""","Акционерное общество ""Ханты-Мансийскдорстрой""",4051857,False,mismatch
25.02.2022,25.02.2022,True,0323053578,1660004878,False,"Акционерное общество ""Улан-Удэнское приборостроительное производственное объединение""","Акционерное общество ""Казанский завод компрессорного машиностроения""",4051887,False,mismatch
01.03.2022,21.02.2022,False,0010038523,0010038523,True,ОТКРЫТАЯ КОМПАНИЯ С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СОФТЛАЙН ХОЛДИНГ ПиЭлСи,ОТКРЫТАЯ КОМПАНИЯ С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СОФТЛАЙН ХОЛДИНГ ПиЭлСи,4052841,True,ok
05.03.2022,25.02.2022,False,6829012680,0323053578,False,"Публичное акционерное общество ""Квадра - Генерирующая компания""","Акционерное общество ""Улан-Удэнское приборостроительное производственное объединение""",4054592,False,mismatch
05.03.2022,28.02.2022,False,7718183890,0010038523,False,"Акционерное общество ""Производственный комплекс ХК ЭЛЕКТРОЗАВОД""",ОТКРЫТАЯ КОМПАНИЯ С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СОФТЛАЙН ХОЛДИНГ ПиЭлСи,4054649,False,mismatch
09.03.2022,05.03.2022,False,0010038523,7718183890,False,ОТКРЫТАЯ КОМПАНИЯ С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СОФТЛАЙН ХОЛДИНГ ПиЭлСи,"Акционерное общество ""Производственный комплекс ХК ЭЛЕКТРОЗАВОД""",4054799,False,mismatch
10.03.2022,04.02.2022,False,1102015174,2464003340,False,"Акционерное общество ""Коминефтегеофизика""","публичное акционерное общество ""Химико-металлургический завод""",4055470,False,mismatch
11.03.2022,07.03.2022,False,1660004878,0010038523,False,"Акционерное общество ""Казанский завод компрессорного машиностроения""",ОТКРЫТАЯ КОМПАНИЯ С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СОФТЛАЙН ХОЛДИНГ ПиЭлСи,4055675,False,mismatch
11.03.2022,07.02.2022,False,7708619320,5913001268,False,"Публичное акционерное общество ""Объединенная авиастроительная корпорация""","Публичное акционерное общество ""Метафракс Кемикалс""",4055977,False,mismatch
14.03.2022,05.03.2022,False,7534018889,6829012680,False,"Публичное акционерное общество ""Территориальная генерирующая компания № 14""","Публичное акционерное общество ""Квадра - Генерирующая компания""",4056123,False,mismatch
14.03.2022,10.03.2022,False,9703024202,1660004878,False,"Публичное акционерное общество Группа компаний ""Сегежа""","Акционерное общество ""Казанский завод компрессорного машиностроения""",4056323,False,mismatch
21.03.2022,10.03.2022,False,2354001982,1102015174,False,Публичное акционерное общество им. С.М. Кирова,"Акционерное общество ""Коминефтегеофизика""",4057964,False,mismatch
23.03.2022,14.03.2022,False,5001000066,9703024202,False,Публичное акционерное общество криогенного машиностроения,"Публичное акционерное общество Группа компаний ""Сегежа""",4058930,False,mismatch
25.03.2022,22.03.2022,False,5904000395,5001000066,False,"Публичное акционерное общество ""Пермская научно-производственная приборостроительная компания""",Публичное акционерное общество криогенного машиностроения,4059820,False,mismatch
06.04.2022,13.01.2022,False,7802001308,3632000280,False,"Публичное aкционерное общество ""Светлана""","Публичное акционерное общество ""Восток""",4062239,False,mismatch
06.04.2022,25.03.2022,False,7708619320,1660004878,False,"Публичное акционерное общество ""Объединенная авиастроительная корпорация""","Акционерное общество ""Казанский завод компрессорного машиностроения""",4062332,False,mismatch
06.04.2022,11.03.2022,False,7704484400,7708619320,False,"Акционерное общество ""ТрансКомплектХолдинг""","Публичное акционерное общество ""Объединенная авиастроительная корпорация""",4062406,False,mismatch
11.04.2022,05.04.2022,False,6164077483,7708619320,False,"Публичное акционерное общество """"ЭсЭфАй""","Публичное акционерное общество ""Объединенная авиастроительная корпорация""",4063537,False,mismatch
11.04.2022,08.04.2022,False,6608000453,6164077483,False,"Публичное акционерное общество ""Пневмостроймашина""","Публичное акционерное общество """"ЭсЭфАй""",4063586,False,mismatch
19.04.2022,14.03.2022,False,7601000086,7534018889,False,"Публичное акционерное общество ""Ярославский радиозавод""","Публичное акционерное общество ""Территориальная генерирующая компания № 14""",4066130,False,mismatch
19.04.2022,19.04.2022,True,7453014928,7601000086,False,"Публичное акционерное общество ""Научно-исследовательский институт по измерительной технике""","Публичное акционерное общество ""Ярославский радиозавод""",4066295,False,mismatch
26.04.2022,18.03.2022,False,7827003258,2354001982,False,"Открытое акционерное общество ""Санаторий ""Сестрорецкий курорт""",Публичное акционерное общество им. С.М. Кирова,4068604,False,mismatch
26.04.2022,06.04.2022,False,7728131587,7704484400,False,"акционерное общество ""РОСНАНО""","Акционерное общество ""ТрансКомплектХолдинг""",4068946,False,mismatch
05.05.2022,06.04.2022,False,9204017496,7802001308,False,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО  ""АВТОТРАНСПОРТНОЕ ПРЕДПРИЯТИЕ 2606""","Публичное aкционерное общество ""Светлана""",4072512,False,mismatch
05.05.2022,04.05.2022,False,9203535745,9204017496,False,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СЕВАСТОПОЛЬСКОЕ АВТОТРАНСПОРТНОЕ ПРЕДПРИЯТИЕ 14369""","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""АВТОТРАНСПОРТНОЕ ПРЕДПРИЯТИЕ 2606""",4072841,False,mismatch
12.05.2022,19.04.2022,False,7831000147,7453014928,False,"Публичное акционерное общество ""Витабанк""","Публичное акционерное общество ""Научно-исследовательский институт по измерительной технике""",4074246,False,mismatch
12.05.2022,26.04.2022,False,8601013827,7827003258,False,"Акционерное общество ""Ханты-Мансийскдорстрой""","Открытое акционерное общество ""Санаторий ""Сестрорецкий курорт""",4074448,False,mismatch
13.05.2022,05.05.2022,False,4024002029,9203535745,False,"Публичное акционерное общество ""Агрегатный завод""","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СЕВАСТОПОЛЬСКОЕ АВТОТРАНСПОРТНОЕ ПРЕДПРИЯТИЕ 14369""",4074790,False,mismatch
16.05.2022,11.04.2022,False,7716814300,6608000453,False,"Публичное акционерное общество ""Европейская Электротехника""","Публичное акционерное общество ""Пневмостроймашина""",4075373,False,mismatch
16.05.2022,16.05.2022,True,6627001318,7716814300,False,"Публичное акционерное общество ""Среднеуральский медеплавильный завод""","Публичное акционерное общество ""Европейская Электротехника""",4075507,False,mismatch
20.05.2022,12.05.2022,False,7714005350,7831000147,False,"Публичное акционерное общество Научно-производственное объединение ""Наука""","Публичное акционерное общество ""Витабанк""",4077792,False,mismatch
30.05.2022,13.05.2022,False,6106001076,4024002029,False,"Публичное акционерное общество ""Шахаевское""","Публичное акционерное общество ""Агрегатный завод""",4081857,False,mismatch
02.06.2022,16.05.2022,False,7708619320,6627001318,False,"Публичное акционерное общество ""Объединенная авиастроительная корпорация""","Публичное акционерное общество ""Среднеуральский медеплавильный завод""",4083737,False,mismatch
03.06.2022,11.05.2022,False,3632000280,8601013827,False,"Публичное акционерное общество ""Восток""","Акционерное общество ""Ханты-Мансийскдорстрой""",4084075,False,mismatch
06.06.2022,30.05.2022,False,6659001494,6106001076,False,"Публичное акционерное общество ""Уралтрансстрой""","Публичное акционерное общество ""Шахаевское""",4084465,False,mismatch
06.06.2022,06.06.2022,True,5053013700,6659001494,False,"Публичное акционерное общество ""Управление механизации №63""","Публичное акционерное общество ""Уралтрансстрой""",4084802,False,mismatch
07.06.2022,03.06.2022,False,5019001871,3632000280,False,"Публичное акционерное общество ""Гофрон""","Публичное акционерное общество ""Восток""",4085318,False,mismatch
21.06.2022,20.05.2022,False,7730060164,7714005350,False,Публичное акционерное общество РОСБАНК,"Публичное акционерное общество Научно-производственное объединение ""Наука""",4089264,False,mismatch
28.06.2022,01.06.2022,False,7817005295,7708619320,False,"Публичное акционерное общество ""Ижорские заводы""","Публичное акционерное общество ""Объединенная авиастроительная корпорация""",4091849,False,mismatch
30.06.2022,06.06.2022,False,2301010479,5019001871,False,"Публичное акционерное общество ""Санаторий ""Маяк""","Публичное акционерное общество ""Гофрон""",4093483,False,mismatch
01.07.2022,27.06.2022,False,2460066195,7817005295,False,"Публичное акционерное общество ""Федеральная гидрогенерирующая компания - РусГидро""","Публичное акционерное общество ""Ижорские заводы""",4094607,False,mismatch
01.07.2022,06.06.2022,False,7202002839,5053013700,False,"Публичное акционерное общество ""Тюменнефтекомплектсервис""","Публичное акционерное общество ""Управление механизации №63""",4094764,False,mismatch
04.07.2022,25.04.2022,False,7730183529,7728131587,False,"Публичное акционерное общество ""Группа компаний коммунальной сферы""","акционерное общество ""РОСНАНО""",4095573,False,mismatch
04.07.2022,04.07.2022,True,5913001268,7730183529,False,"Публичное акционерное общество ""Метафракс Кемикалс""","Публичное акционерное общество ""Группа компаний коммунальной сферы""",4095713,False,mismatch
05.07.2022,01.07.2022,False,7817005295,5913001268,False,"Публичное акционерное общество ""Ижорские заводы""","Публичное акционерное общество ""Метафракс Кемикалс""",4096568,False,mismatch
05.07.2022,04.07.2022,False,7817005295,7817005295,True,"Публичное акционерное общество ""Ижорские заводы""","Публичное акционерное общество ""Ижорские заводы""",4096593,True,ok
06.07.2022,01.07.2022,False,7430000076,7202002839,False,"Публичное акционерное общество ""Коелгамрамор""","Публичное акционерное общество ""Тюменнефтекомплектсервис""",4097020,False,mismatch
12.07.2022,05.07.2022,False,2351004520,7430000076,False,"Публичное акционерное общество ""Марьинское""","Публичное акционерное общество ""Коелгамрамор""",4098615,False,mismatch
14.07.2022,30.06.2022,False,5028003089,2301010479,False,"Публичное акционерное общество ""Можайское оптово-розничное предприятие""","Публичное акционерное общество ""Санаторий ""Маяк""",4099185,False,mismatch
14.07.2022,01.07.2022,False,2320109650,2460066195,False,"Публичное акционерное общество ""Интер РАО ЕЭС""","Публичное акционерное общество ""Федеральная гидрогенерирующая компания - РусГидро""",4099323,False,mismatch
15.07.2022,11.07.2022,False,6911003670,2351004520,False,"Акционерное общество ""Агрофирма Дмитрова Гора""","Публичное акционерное общество ""Марьинское""",4099467,False,mismatch
15.07.2022,15.07.2022,True,9102060213,6911003670,False,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СИМФЕРОПОЛЬСКИЙ ОПТОВО-РОЗНИЧНЫЙ ПЛОДООВОЩНОЙ КОМБИНАТ""","Акционерное общество ""Агрофирма Дмитрова Гора""",4099572,False,mismatch
19.07.2022,14.07.2022,False,2320109650,2320109650,True,"Публичное акционерное общество ""Интер РАО ЕЭС""","Публичное акционерное общество ""Интер РАО ЕЭС""",4100398,True,ok
22.07.2022,14.07.2022,False,6829012680,5028003089,False,"Публичное акционерное общество ""Квадра - Генерирующая компания""","Публичное акционерное общество ""Можайское оптово-розничное предприятие""",4101156,False,mismatch
22.07.2022,19.07.2022,False,2320109650,2320109650,True,"Публичное акционерное общество ""Интер РАО ЕЭС""","Публичное акционерное общество ""Интер РАО ЕЭС""",4101256,True,ok
26.07.2022,22.07.2022,False,2320109650,2320109650,True,"Публичное акционерное общество ""Интер РАО ЕЭС""","Публичное акционерное общество ""Интер РАО ЕЭС""",4101960,True,ok
29.07.2022,04.07.2022,False,7720005220,7817005295,False,"Публичное акционерное общество""Перовский комбинат строительных материалов""","Публичное акционерное общество ""Ижорские заводы""",4102961,False,mismatch
01.08.2022,29.07.2022,False,7715008441,7720005220,False,"Публичное акционерное общество ""Бескудниковский комбинат строительных материалов""","Публичное акционерное общество""Перовский комбинат строительных материалов""",4103307,False,mismatch
01.08.2022,26.07.2022,False,2320109650,2320109650,True,"Публичное акционерное общество ""Интер РАО ЕЭС""","Публичное акционерное общество ""Интер РАО ЕЭС""",4103381,True,ok
02.08.2022,01.08.2022,False,2320109650,2320109650,True,"Публичное акционерное общество ""Интер РАО ЕЭС""","Публичное акционерное общество ""Интер РАО ЕЭС""",4103805,True,ok
04.08.2022,02.08.2022,False,2320109650,2320109650,True,"Публичное акционерное общество ""Интер РАО ЕЭС""","Публичное акционерное общество ""Интер РАО ЕЭС""",4104181,True,ok
04.08.2022,03.08.2022,False,2320109650,2320109650,True,"Публичное акционерное общество ""Интер РАО ЕЭС""","Публичное акционерное общество ""Интер РАО ЕЭС""",4104342,True,ok
08.08.2022,04.08.2022,False,2320109650,2320109650,True,"Публичное акционерное общество ""Интер РАО ЕЭС""","Публичное акционерное общество ""Интер РАО ЕЭС""",4104961,True,ok
16.08.2022,08.08.2022,False,2320109650,2320109650,True,"Публичное акционерное общество ""Интер РАО ЕЭС""","Публичное акционерное общество ""Интер РАО ЕЭС""",4107077,True,ok
18.08.2022,16.08.2022,False,0250005763,2320109650,False,"Открытое акционерное общество ""Чишминский сахарный завод""","Публичное акционерное общество ""Интер РАО ЕЭС""",4107630,False,mismatch
23.08.2022,23.08.2022,True,7720005220,7715008441,False,"Публичное акционерное общество""Перовский комбинат строительных материалов""","Публичное акционерное общество ""Бескудниковский комбинат строительных материалов""",4108549,False,mismatch
23.08.2022,18.08.2022,False,7715008441,0250005763,False,"Публичное акционерное общество ""Бескудниковский комбинат строительных материалов""","Открытое акционерное общество ""Чишминский сахарный завод""",4108551,False,mismatch
25.08.2022,22.07.2022,False,9204017496,6829012680,False,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО  ""АВТОТРАНСПОРТНОЕ ПРЕДПРИЯТИЕ 2606""","Публичное акционерное общество ""Квадра - Генерирующая компания""",4109239,False,mismatch
26.08.2022,21.06.2022,False,4205001274,7730060164,False,"Публичное акционерное общество ""Кокс""",Публичное акционерное общество РОСБАНК,4109332,False,mismatch
02.09.2022,15.07.2022,False,5256003955,9102060213,False,"Публичное акционерное общество ""ГОТХ""","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СИМФЕРОПОЛЬСКИЙ ОПТОВО-РОЗНИЧНЫЙ ПЛОДООВОЩНОЙ КОМБИНАТ""",4111097,False,mismatch
05.09.2022,25.08.2022,False,6320004710,4205001274,False,Публичное акционерное общество Трансаммиак,"Публичное акционерное общество ""Кокс""",4111365,False,mismatch
05.09.2022,05.09.2022,True,6608005109,6320004710,False,"Публичное акционерное общество ""Екатеринбургский муниципальный банк""",Публичное акционерное общество Трансаммиак,4111374,False,mismatch
05.09.2022,23.08.2022,False,6168002922,7720005220,False,"Публичное акционерное общество ""ТНС энерго Ростов-на-Дону""","Публичное акционерное общество""Перовский комбинат строительных материалов""",4111570,False,mismatch
09.09.2022,25.08.2022,False,7831000147,9204017496,False,"Публичное акционерное общество ""Витабанк""","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""АВТОТРАНСПОРТНОЕ ПРЕДПРИЯТИЕ 2606""",4112489,False,mismatch
12.09.2022,01.09.2022,False,4003003825,5256003955,False,"Публичное акционерное общество Агропромышленная фирма ""Кривское""","Публичное акционерное общество ""ГОТХ""",4112687,False,mismatch
12.09.2022,05.09.2022,False,7817005295,6168002922,False,"Публичное акционерное общество ""Ижорские заводы""","Публичное акционерное общество ""ТНС энерго Ростов-на-Дону""",4112763,False,mismatch
13.09.2022,09.09.2022,False,1826000616,7817005295,False,"Акционерное общество ""Ижевский мотозавод ""Аксион-холдинг""","Публичное акционерное общество ""Ижорские заводы""",4113012,False,mismatch
14.09.2022,09.09.2022,False,7802001308,7831000147,False,"Публичное aкционерное общество ""Светлана""","Публичное акционерное общество ""Витабанк""",4113381,False,mismatch
15.09.2022,12.09.2022,False,2460066195,1826000616,False,"Публичное акционерное общество ""Федеральная гидрогенерирующая компания - РусГидро""","Акционерное общество ""Ижевский мотозавод ""Аксион-холдинг""",4113644,False,mismatch
15.09.2022,01.08.2022,False,4909047613,7715008441,False,"Публичное акционерное общество ""Магаданский морской торговый порт""","Публичное акционерное общество ""Бескудниковский комбинат строительных материалов""",4113887,False,mismatch
20.09.2022,14.09.2022,False,6315376946,2460066195,False,"Публичное акционерное общество ""Т Плюс""","Публичное акционерное общество ""Федеральная гидрогенерирующая компания - РусГидро""",4114694,False,mismatch
