inn,issuer,status,documents,procedure_documents
6320004816,"Публичное акционерное общество ""Порт Тольятти""",empty_page,0,0
6509000854,"Открытое акционерное общество ""Сахалинское морское пароходство""",has_documents,223,0
6608003052,Публичное акционерное общество Банк Синара,empty_page,0,0
6608005109,"Публичное акционерное общество ""Екатеринбургский муниципальный банк""",empty_page,0,0
6624002377,"Публичное акционерное общество ""Нижнетуринский машиностроительный завод ""Вента""",empty_page,0,0
6652002570,"Открытое акционерное общество ""Промышленная упаковка""",empty_page,0,0
6659001494,"Публичное акционерное общество ""Уралтрансстрой""",empty_page,0,0
6660003930,"Публичное акционерное общество ""Завод Промавтоматика""",empty_page,0,0
6662054224,"Акционерное общество ""Научно-производственное предприятие ""Старт"" им. А.И. Яскина""",empty_page,0,0
6671156423,"Публичное акционерное общество ""ЭЛ5-Энерго""",empty_page,0,0
6829012680,"Публичное акционерное общество ""Квадра - Генерирующая компания""",empty_page,0,0
6903037669,"Открытое акционерное общество ""Тверской экскаватор""",empty_page,0,0
6904000541,"Открытое акционерное общество ""Тверской полиграфический комбинат""",has_documents,190,0
6904018394,"Открытое Акционерное Общество ""Тверская фармацевтическая фабрика""",empty_page,0,0
6911003670,"Акционерное общество ""Агрофирма Дмитрова Гора""",has_documents,262,2
6914000886,"Публичное акционерное общество ""Электрооборудование тракторное и автомобильное""",empty_page,0,0
7104002774,"Публичное акционерное общество ""Косогорский металлургический завод""",empty_page,0,0
7116025938,"Публичное акционерное общество ""Новомосковскремэнерго""",has_documents,248,0
7202002839,"Публичное акционерное общество ""Тюменнефтекомплектсервис""",empty_page,0,0
7202062130,"Открытое акционерное общество ""Тюменьхлебопродукт""",empty_page,0,0
7203048385,"Акционерное общество ""Бизнес пространство Шесть/Девять""",empty_page,0,0
7204660270,"Публичное акционерное общество Деревообрабатывающий комбинат ""Красный Октябрь""",empty_page,0,0
7224008168,"Публичное акционерное общество ""Успенское""",has_documents,56,0
7401000473,"Публичное акционерное общество ""Ашинский металлургический завод""",empty_page,0,0
7412000806,"Акционерное общество ""Асбестоцемент""",empty_page,0,0
7422012977,"Акционерное общество ""Озерский завод энергетических устройств ""Энергопром""",empty_page,0,0
7430000076,"Публичное акционерное общество ""Коелгамрамор""",empty_page,0,0
7447008002,"Публичное акционерное общество ""Челябинский трикотаж""",empty_page,0,0
7449006730,"Публичное акционерное общество ""Челябинский трубопрокатный завод""",empty_page,0,0
7450003445,"Публичное акционерное Общество ""Челябинский машиностроительный завод автомобильных прицепов ""Уралавтоприцеп""",empty_page,0,0
7452001115,"Публичное акционерное общество ""Челябинская швейная фабрика ""Одежда""",empty_page,0,0
7453006148,"Публичное акционерное общество ""Челябинский часовой завод ""Молния""",has_documents,202,0
7453014928,"Публичное акционерное общество ""Научно-исследовательский институт по измерительной технике""",empty_page,0,0
7534018889,"Публичное акционерное общество ""Территориальная генерирующая компания № 14""",empty_page,0,0
7601000022,"Публичное акционерное общество ""Ярославский завод ""Красный Маяк""",empty_page,0,0
7601000086,"Публичное акционерное общество ""Ярославский радиозавод""",empty_page,0,0
7608000230,"Акционерное общество ""Залесье""",empty_page,0,0
7609001719,"Публичное акционерное общество "" НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ФИЛЬТРЫ ИНДУСТРИАЛЬНЫЕ ГАЗООЧИСТНЫЕ (Семибратовский завод газоочистительной аппаратуры)""",empty_page,0,0
7610015674,"Акционерное общество ""Судостроительный завод ""Вымпел""",empty_page,0,0
7622000418,"Публичное акционерное общество ""Имени В.И.Ленина""",has_documents,47,0
7701035251,"Акционерное общество ""Мосвторцветмет""",empty_page,0,0
7701107668,"Открытое акционерное общество ""Водстрой""",empty_page,0,0
7702336269,"Публичное акционерное общество ""ИНГРАД""",empty_page,0,0
7703043089,"Публичное акционерное общество ""Трехгорная мануфактура""",empty_page,0,0
7703082948,"Публичное акционерное общество ""Акционерная Компания Мослифтмонтаж""",empty_page,0,0
7705004590,"Открытое акционерное общество ""Внешнеэкономическое объединение ""ТЕХНОСТРОЙЭКСПОРТ""",has_documents,123,0
7706037943,"Акционерное общество ""МОСТЕПЛОСЕТЬСТРОЙ""",empty_page,0,0
7707036879,"Акционерное общество ""МОСЖИЛРЕМСЕРВИС""",empty_page,0,0
7707043587,"Открытое акционерное общество ""ПРОМСТРОЙ""",empty_page,0,0
7708009405,"Публичное акционерное общество ""Центротранстехмонтаж""",empty_page,0,0
7710056096,"Публичное акционерное общество ""Научно-Производственная и Коммерческая Фирма ""Фармацевтический импорт, экспорт""",empty_page,0,0
7714005350,"Публичное акционерное общество Научно-производственное объединение ""Наука""",empty_page,0,0
7715008441,"Публичное акционерное общество ""Бескудниковский комбинат строительных материалов""",empty_page,0,0
7716814300,"Публичное акционерное общество ""Европейская Электротехника""",empty_page,0,0
7717016198,"Публичное акционерное общество ""Гостиничный комплекс ""Космос""",empty_page,0,0
7717022530,"Акционерное общество ""Институт по проектированию предприятий машиностроения и приборостроения""",empty_page,0,0
7718013390,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ХОЛДИНГ ЭРСО""",empty_page,0,0
7721851353,"Публичное акционерное общество ""РИТМ-ФИНАНС""",empty_page,0,0
7723010211,"Публичное акционерное общество Специализированный застройщик ""Деметра""",empty_page,0,0
7724053105,"Акционерное общество ""Экспостроймаш""",empty_page,0,0
7724070573,"Акционерное общество ""Фабрика производства платков""",empty_page,0,0
7725003474,"Публичное акционерное общество Акционерная электротехническая компания ""Динамо""",empty_page,0,0
7725008666,"Публичное акционерное общество ""Объединение Орджоникидзе 11""",empty_page,0,0
7729355029,"Публичное акционерное общество ""Детский мир""",empty_page,0,0
7730028668,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""КИЕВСКОЕ""",empty_page,0,0
7730044003,"Акционерное общество ""Первый Московский приборостроительный завод им. В.А. Казакова""",empty_page,0,0
7730060164,Публичное акционерное общество РОСБАНК,empty_page,0,0
7733021131,"Публичное акционерное общество ""Автокомбинат № 36""",empty_page,0,0
7801012120,"Публичное акционерное общество ""Прибой""",empty_page,0,0
7801061294,"Акционерное общество ""Мощная Аппаратура Радиовещания и Телевидения""",empty_page,0,0
7801062273,"Акционерное общество ""Российский институт мощного радиостроения""",empty_page,0,0
7802001308,"Публичное aкционерное общество ""Светлана""",empty_page,0,0
7804041659,"Акционерное общество ""Оптические медицинские приборы ""Оптимед""",empty_page,0,0
7804080182,"Публичное акционерное общество ""НОРД-ОВОЩ""",empty_page,0,0
7827003258,"Открытое акционерное общество ""Санаторий ""Сестрорецкий курорт""",empty_page,0,0
7831000147,"Публичное акционерное общество ""Витабанк""",empty_page,0,0
7900000341,"Публичное акционерное общество ""Биробиджанстрой""",empty_page,0,0
8104000225,"Публичное акционерное общество ""Кочеволес""",empty_page,0,0
8601013827,"Акционерное общество ""Ханты-Мансийскдорстрой""",empty_page,0,0
8609002880,"Публичное акционерное общество ""Варьеганнефть""",empty_page,0,0
8902002522,"Акционерное общество ""Ямалтрансстрой""",empty_page,0,0
9102060213,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СИМФЕРОПОЛЬСКИЙ ОПТОВО-РОЗНИЧНЫЙ ПЛОДООВОЩНОЙ КОМБИНАТ""",empty_page,0,0
9201011320,"Публичное акционерное общество ""Севастопольское автотранспортное предприятие 14330""",empty_page,0,0
9201505791,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СЕВАСТОПОЛЬСКИЙ ЗАВОД ""СПЕКТР"", Публичное акционерное общество ""Севастопольский завод ""Спектр"".",empty_page,0,0
9203535745,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СЕВАСТОПОЛЬСКОЕ АВТОТРАНСПОРТНОЕ ПРЕДПРИЯТИЕ 14369""",empty_page,0,0
9204017496,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""АВТОТРАНСПОРТНОЕ ПРЕДПРИЯТИЕ 2606""",empty_page,0,0
9204021090,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СЕВАСТОПОЛЬ-БАКАЛЕЯ""",empty_page,0,0
9701082537,"Публичное акционерное общество ""ГЛОБАЛТРАК МЕНЕДЖМЕНТ""",empty_page,0,0
9704168849,"Публичное акционерное общество ""СмартТехГрупп""",empty_page,0,0
